index,Date (EST),Contents,Category,Post Title,Date_Ext,token_text,sentiment_py,same_pred
22,10/17/2017,@ledf2012 @gamespot It's Sony Music making indie-esque games. No Horizon on PC until it comes to PlayStation Now. @ledf2012 @gamespot It's Sony Music making indie-esque games. No Horizon on PC until it comes to PlayStation Now.,neutral,@ledf2012 @gamespot It's Sony Music making indie-esque games. No Horizon on PC until it comes to PlayStation Now.,10/17/2017,"['SCREEN_NAME', 'SCREEN_NAME', 'it', 's', 'sony', 'music', 'making', 'indie', 'esque', 'games', '', 'no', 'horizon', 'on', 'pc', 'until', 'it', 'comes', 'to', 'playstation', 'now', '', 'SCREEN_NAME', 'SCREEN_NAME', 'it', 's', 'sony', 'music', 'making', 'indie', 'esque', 'games', '', 'no', 'horizon', 'on', 'pc', 'until', 'it', 'comes', 'to', 'playstation', 'now', '']",neutral,1.0
23,10/14/2017,"PLAYSTATION NOW IS FUCKING AMAZING I NOW HAVE LEGO PIRATES OF THE CARIBBEAN, THE FORCE UNLEASHED, SAINTS ROW 3, LEGO BATMAN PLAYSTATION NOW IS FUCKING AMAZING

I NOW HAVE LEGO PIRATES OF THE CARIBBEAN, THE FORCE UNLEASHED, SAINTS ROW 3, LEGO BATMAN",positive,"PLAYSTATION NOW IS FUCKING AMAZING

I NOW HAVE LEGO PIRATES OF THE CARIBBEAN, THE FORCE UNLEASHED, SAINTS ROW 3, LEGO BATMAN",10/14/2017,"['playstation', 'now', 'is', 'fucking', 'amazing', 'i', 'now', 'have', 'lego', 'pirates', 'of', 'the', 'caribbean', '', 'the', 'force', 'unleashed', '', 'saints', 'row', '3', '', 'lego', 'batman', 'playstation', 'now', 'is', 'fucking', 'amazing', 'i', 'now', 'have', 'lego', 'pirates', 'of', 'the', 'caribbean', '', 'the', 'force', 'unleashed', '', 'saints', 'row', '3', '', 'lego', 'batman']",positive,1.0
24,10/13/2017,Nepenthez is on playstation now so you never know you may get that one game where you get shushed to the halfway line after every goal if you come up against him nan,negative,,10/13/2017,"['nepenthez', 'is', 'on', 'playstation', 'now', 'so', 'you', 'never', 'know', 'you', 'may', 'get', 'that', 'one', 'game', 'where', 'you', 'get', 'shushed', 'to', 'the', 'halfway', 'line', 'after', 'every', 'goal', 'if', 'you', 'come', 'up', 'against', 'him', 'nan']",negative,1.0
25,10/17/2017,"@WilsonPage41 Hey dad I finished my homework, can I go play PlayStation now? @WilsonPage41 Hey dad I finished my homework, can I go play PlayStation now?",neutral,"@WilsonPage41 Hey dad I finished my homework, can I go play PlayStation now?",10/17/2017,"['SCREEN_NAME', 'hey', 'dad', 'i', 'finished', 'my', 'homework', '', 'can', 'i', 'go', 'play', 'playstation', 'now', '', 'SCREEN_NAME', 'hey', 'dad', 'i', 'finished', 'my', 'homework', '', 'can', 'i', 'go', 'play', 'playstation', 'now', '']",neutral,1.0
26,10/13/2017,#HPEPartners - find content and assets from the overarching Right Mix of #HybridIT campaign available on PSNow. https://t.co/h8tlcQ9AZT #HPEPartners - find content and assets from the overarching Right Mix of #HybridIT campaign available on PSNow. https://t.co/h8tlcQ9AZT,neutral,#HPEPartners - find content and assets from the overarching Right Mix of #HybridIT campaign available on PSNow. https://t.co/h8tlcQ9AZT,10/13/2017,"['', 'hpepartners', 'find', 'content', 'and', 'assets', 'from', 'the', 'overarching', 'right', 'mix', 'of', '', 'hybridit', 'campaign', 'available', 'on', 'psnow', '', '', 'hpepartners', 'find', 'content', 'and', 'assets', 'from', 'the', 'overarching', 'right', 'mix', 'of', '', 'hybridit', 'campaign', 'available', 'on', 'psnow', '']",positive,0.0
27,10/15/2017,"I bought a 12 pack earlier and sat in front of my playstation, now it’s 4:30am and I’m surrounded by empty beer bottles I bought a 12 pack earlier and sat in front of my playstation, now it’s 4:30am and I’m surrounded by empty beer bottles",neutral,"I bought a 12 pack earlier and sat in front of my playstation, now it’s 4:30am and I’m surrounded by empty beer bottles",10/15/2017,"['i', 'bought', 'a', '12', 'pack', 'earlier', 'and', 'sat', 'in', 'front', 'of', 'my', 'playstation', '', 'now', 'it', 's', 'and', 'i', 'm', 'surrounded', 'by', 'empty', 'beer', 'bottles', 'i', 'bought', 'a', '12', 'pack', 'earlier', 'and', 'sat', 'in', 'front', 'of', 'my', 'playstation', '', 'now', 'it', 's', 'and', 'i', 'm', 'surrounded', 'by', 'empty', 'beer', 'bottles']",negative,0.0
28,10/17/2017,"In short, any 1st Party games for a console (Sony, Microsoft, Nintendo) will be forever locked to consoles until that company goes 3rd party. 2nd Party developed game may be locked to a console as well. This is the case with Bloodbourne as Sony sponsored the development of the game to make it a PS4 exclusive. A partial list of console exclusives are... * Practically all games released by Nintendo * Gran Turismo series (Sony Exclusive) * Forza series (only part of the series are XBox only exclusives. This has been ported to PC w/ Windows 10) * Fable II (360 exclusive) * Saint's Row (Xbox exclusive) * Dragon Quest series (have mobile ports, but no official PC releases) * Final Fantasy I & II (have mobile ports, but no official PC releases) Please be aware that this is NOT an exhaustive list & it's subject to change without notice. While the usage of emulators can bypass the console exclusivity, it's also a legally murky realm that not officially supported by any console maker... so people don't count it. In the event a 1st party developer goes go 3rd party, like the case with Sega, console exclusivity gets thrown out the window. Sega has released a Sega Genesis / Mega Drive Classic collection on PC as an ""a la carte"" micro-transaction system (so you can pick & choose which games you want) with a ""prix fixe"" option (so you can buy everything at one price). Hope this sheds some light on the subject. ====================::==================== All console games are ""released"" for PC when an emulator is developed. You can currently play a lot of Wii U and PS3 games on pc right now using emulators. Also using the PSnow streaming service, you can also play PS3/PS4 games which are available with that service on PC. Its getting to the point where developers will start porting games to PC or at least have a streaming type service to play console exclusives on PC since pc gamers will either pay for your game and play it on PC, or they will use an emulator, pirate the game and not pay and play the game on PC. We will still download and play games if they don't release them, so it's in their own best interests to just have an option to play on pc. Its just going to become more and more available because of that fact. What games like Bloodbourne will never be released for the PC?",neutral,What games like Bloodbourne will never be released for the PC?,10/17/2017,"['in', 'short', '', 'any', '1st', 'party', 'games', 'for', 'a', 'console', '', 'sony', '', 'microsoft', '', 'nintendo', '', 'will', 'be', 'forever', 'locked', 'to', 'consoles', 'until', 'that', 'company', 'goes', '3rd', 'party', '', '2nd', 'party', 'developed', 'game', 'may', 'be', 'locked', 'to', 'a', 'console', 'as', 'well', '', 'this', 'is', 'the', 'case', 'with', 'bloodbourne', 'as', 'sony', 'sponsored', 'the', 'development', 'of', 'the', 'game', 'to', 'make', 'it', 'a', 'ps4', 'exclusive', '', 'a', 'partial', 'list', 'of', 'console', 'exclusives', 'are', '', '', 'practically', 'all', 'games', 'released', 'by', 'nintendo', '', 'gran', 'turismo', 'series', '', 'sony', 'exclusive', '', '', 'forza', 'series', '', 'only', 'part', 'of', 'the', 'series', 'are', 'xbox', 'only', 'exclusives', '', 'this', 'has', 'been', 'ported', 'to', 'pc', 'w', 'windows', '10', '', '', 'fable', 'ii', '', '360', 'exclusive', '', '', 'saint', 's', 'row', '', 'xbox', 'exclusive', '', '', 'dragon', 'quest', 'series', '', 'have', 'mobile', 'ports', '', 'but', 'no', 'official', 'pc', 'releases', '', '', 'final', 'fantasy', 'i', '', 'ii', '', 'have', 'mobile', 'ports', '', 'but', 'no', 'official', 'pc', 'releases', '', 'please', 'be', 'aware', 'that', 'this', 'is', 'not', 'an', 'exhaustive', 'list', '', 'it', 's', 'subject', 'to', 'change', 'without', 'notice', '', 'while', 'the', 'usage', 'of', 'emulators', 'can', 'bypass', 'the', 'console', 'exclusivity', '', 'it', 's', 'also', 'a', 'legally', 'murky', 'realm', 'that', 'not', 'officially', 'supported', 'by', 'any', 'console', 'maker', '', 'so', 'people', 'do', 'nt', 'count', 'it', '', 'in', 'the', 'event', 'a', '1st', 'party', 'developer', 'goes', 'go', '3rd', 'party', '', 'like', 'the', 'case', 'with', 'sega', '', 'console', 'exclusivity', 'gets', 'thrown', 'out', 'the', 'window', '', 'sega', 'has', 'released', 'a', 'sega', 'genesis', '', 'mega', 'drive', 'classic', 'collection', 'on', 'pc', 'as', 'an', '', 'a', 'la', 'carte', '', 'micro', 'transaction', 'system', '', 'so', 'you', 'can', 'pick', '', 'choose', 'which', 'games', 'you', 'want', '', 'with', 'a', '', 'prix', 'fixe', '', 'option', '', 'so', 'you', 'can', 'buy', 'everything', 'at', 'one', 'price', '', '', 'hope', 'this', 'sheds', 'some', 'light', 'on', 'the', 'subject', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'all', 'console', 'games', 'are', '', 'released', '', 'for', 'pc', 'when', 'an', 'emulator', 'is', 'developed', '', 'you', 'can', 'currently', 'play', 'a', 'lot', 'of', 'wii', 'u', 'and', 'ps3', 'games', 'on', 'pc', 'right', 'now', 'using', 'emulators', '', 'also', 'using', 'the', 'psnow', 'streaming', 'service', '', 'you', 'can', 'also', 'play', 'ps3ps4', 'games', 'which', 'are', 'available', 'with', 'that', 'service', 'on', 'pc', '', 'its', 'getting', 'to', 'the', 'point', 'where', 'developers', 'will', 'start', 'porting', 'games', 'to', 'pc', 'or', 'at', 'least', 'have', 'a', 'streaming', 'type', 'service', 'to', 'play', 'console', 'exclusives', 'on', 'pc', 'since', 'pc', 'gamers', 'will', 'either', 'pay', 'for', 'your', 'game', 'and', 'play', 'it', 'on', 'pc', '', 'or', 'they', 'will', 'use', 'an', 'emulator', '', 'pirate', 'the', 'game', 'and', 'not', 'pay', 'and', 'play', 'the', 'game', 'on', 'pc', '', 'we', 'will', 'still', 'download', 'and', 'play', 'games', 'if', 'they', 'do', 'nt', 'release', 'them', '', 'so', 'it', 's', 'in', 'their', 'own', 'best', 'interests', 'to', 'just', 'have', 'an', 'option', 'to', 'play', 'on', 'pc', '', 'its', 'just', 'going', 'to', 'become', 'more', 'and', 'more', 'available', 'because', 'of', 'that', 'fact', '', 'what', 'games', 'like', 'bloodbourne', 'will', 'never', 'be', 'released', 'for', 'the', 'pc', '']",neutral,1.0
29,10/14/2017,"@Gamer_Girl_149 @mikados83 @MarvelFan1999 Same, I actually have RDR on Playstation Now which is a PS3 game and it's really cool :) can't wait for second season 😊 @Gamer_Girl_149 @mikados83 @MarvelFan1999 Same, I actually have RDR on Playstation Now which is a PS3 game and it's really cool :) can't wait for second season 😊",positive,"@Gamer_Girl_149 @mikados83 @MarvelFan1999 Same, I actually have RDR on Playstation Now which is a PS3 game and it's really cool :) can't wait for second season 😊",10/14/2017,"['SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'same', '', 'i', 'actually', 'have', 'rdr', 'on', 'playstation', 'now', 'which', 'is', 'a', 'ps3', 'game', 'and', 'it', 's', 'really', 'cool', 'ca', 'nt', 'wait', 'for', 'second', 'season', '', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'same', '', 'i', 'actually', 'have', 'rdr', 'on', 'playstation', 'now', 'which', 'is', 'a', 'ps3', 'game', 'and', 'it', 's', 'really', 'cool', 'ca', 'nt', 'wait', 'for', 'second', 'season', '']",negative,0.0
30,10/13/2017,"I’m not sure who this service is for... I could see gamers using 20 hours a week, that is $1500 + per year. If that really worth it? I could see something like this for Xbox for $599 /year etc. In a “gym” business model, where every pays X amount, but only use Y. ====================::==================== seanismorris said: I’m not sure who this service is for... I could see gamers using 20 hours a week, that is $1500 + per year. If that really worth it? I could see something like this for Xbox for $599 /year etc. In a “gym” business model, where every pays X amount, but only use Y. $1300 but yeah that’s super expensive even if it goes cheaper for an annual subscription or whatever. PlayStation Now is $20/mo for the same basic concept, and that’s accessible by PS4 and PC, so $240/year for access to hundreds of streaming games. I guess the PC Master Race™ people might see some added value in this but for that much can’t you build a decent gaming PC? Nvidia GeForce Now beta goes live, delivers high-end gaming to Mac -",neutral,"Nvidia GeForce Now beta goes live, delivers high-end gaming to Mac -",10/13/2017,"['i', 'm', 'not', 'sure', 'who', 'this', 'service', 'is', 'for', '', 'i', 'could', 'see', 'gamers', 'using', '20', 'hours', 'a', 'week', '', 'that', 'is', '', '1500', '', 'per', 'year', '', 'if', 'that', 'really', 'worth', 'it', '', 'i', 'could', 'see', 'something', 'like', 'this', 'for', 'xbox', 'for', '', '599', 'year', 'etc', '', 'in', 'a', '', 'gym', '', 'business', 'model', '', 'where', 'every', 'pays', 'x', 'amount', '', 'but', 'only', 'use', 'y', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'seanismorris', 'said', 'i', 'm', 'not', 'sure', 'who', 'this', 'service', 'is', 'for', '', 'i', 'could', 'see', 'gamers', 'using', '20', 'hours', 'a', 'week', '', 'that', 'is', '', '1500', '', 'per', 'year', '', 'if', 'that', 'really', 'worth', 'it', '', 'i', 'could', 'see', 'something', 'like', 'this', 'for', 'xbox', 'for', '', '599', 'year', 'etc', '', 'in', 'a', '', 'gym', '', 'business', 'model', '', 'where', 'every', 'pays', 'x', 'amount', '', 'but', 'only', 'use', 'y', '', '1300', 'but', 'yeah', 'that', 's', 'super', 'expensive', 'even', 'if', 'it', 'goes', 'cheaper', 'for', 'an', 'annual', 'subscription', 'or', 'whatever', '', 'playstation', 'now', 'is', '', '20mo', 'for', 'the', 'same', 'basic', 'concept', '', 'and', 'that', 's', 'accessible', 'by', 'ps4', 'and', 'pc', '', 'so', '', '240year', 'for', 'access', 'to', 'hundreds', 'of', 'streaming', 'games', '', 'i', 'guess', 'the', 'pc', 'master', 'race', 'people', 'might', 'see', 'some', 'added', 'value', 'in', 'this', 'but', 'for', 'that', 'much', 'ca', 'nt', 'you', 'build', 'a', 'decent', 'gaming', 'pc', '', 'nvidia', 'geforce', 'now', 'beta', 'goes', 'live', '', 'delivers', 'high', 'end', 'gaming', 'to', 'mac']",neutral,1.0
31,10/16/2017,"Of course it's not running PS4 exclusives, otherwise they wouldn't be exclusives. Now excuse me, I have to complete The Last of Us on PC while my free PSNow trial lasts. nan",negative,,10/16/2017,"['of', 'course', 'it', 's', 'not', 'running', 'ps4', 'exclusives', '', 'otherwise', 'they', 'would', 'nt', 'be', 'exclusives', '', 'now', 'excuse', 'me', '', 'i', 'have', 'to', 'complete', 'the', 'last', 'of', 'us', 'on', 'pc', 'while', 'my', 'free', 'psnow', 'trial', 'lasts', '', 'nan']",neutral,0.0
32,10/14/2017,Playstation now is the worst interface on the fucking plant Playstation now is the worst interface on the fucking plant,negative,Playstation now is the worst interface on the fucking plant,10/14/2017,"['playstation', 'now', 'is', 'the', 'worst', 'interface', 'on', 'the', 'fucking', 'plant', 'playstation', 'now', 'is', 'the', 'worst', 'interface', 'on', 'the', 'fucking', 'plant']",negative,1.0
33,10/13/2017,"@PlayStation now that you guys have given metal gear on plus, is time for bloodborne @PlayStation now that you guys have given metal gear on plus, is time for bloodborne",neutral,"@PlayStation now that you guys have given metal gear on plus, is time for bloodborne",10/13/2017,"['SCREEN_NAME', 'now', 'that', 'you', 'guys', 'have', 'given', 'metal', 'gear', 'on', 'plus', '', 'is', 'time', 'for', 'bloodborne', 'SCREEN_NAME', 'now', 'that', 'you', 'guys', 'have', 'given', 'metal', 'gear', 'on', 'plus', '', 'is', 'time', 'for', 'bloodborne']",neutral,1.0
