Date (EST),Contents,Post Title,Date_Ext,token_text,sentiment_py
2019/01/21,"@LiamSmithh9 Hi there, sorry to hear about the suspension! If an account is banned or suspended, no one will be able to access it. Please contact our team at https://t.co/FqyFnCMNNX for help with the suspension details if you haven't received an email. ^NL @LiamSmithh9 Hi there, sorry to hear about the suspension! If an account is banned or suspended, no one will be able to access it. Please contact our team at https://t.co/FqyFnCMNNX for help with the suspension details if you haven't received an email. ^NL","@LiamSmithh9 Hi there, sorry to hear about the suspension! If an account is banned or suspended, no one will be able to access it. Please contact our team at https://t.co/FqyFnCMNNX for help with the suspension details if you haven't received an email. ^NL",2019/01/21,"['SCREEN_NAME', 'hi', 'there', '', 'sorry', 'to', 'hear', 'about', 'the', 'suspension', '', 'if', 'an', 'account', 'is', 'banned', 'or', 'suspended', '', 'no', 'one', 'will', 'be', 'able', 'to', 'access', 'it', '', 'please', 'contact', 'our', 'team', 'at', 'for', 'help', 'with', 'the', 'suspension', 'details', 'if', 'you', 'havent', 'received', 'an', 'email', '', 'nl', 'SCREEN_NAME', 'hi', 'there', '', 'sorry', 'to', 'hear', 'about', 'the', 'suspension', '', 'if', 'an', 'account', 'is', 'banned', 'or', 'suspended', '', 'no', 'one', 'will', 'be', 'able', 'to', 'access', 'it', '', 'please', 'contact', 'our', 'team', 'at', 'for', 'help', 'with', 'the', 'suspension', 'details', 'if', 'you', 'havent', 'received', 'an', 'email', '', 'nl']",neutral
2019/01/23,@mariam00831061 Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions. Thanks! @mariam00831061 Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions. Thanks!,@mariam00831061 Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions. Thanks!,2019/01/23,"['SCREEN_NAME', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '', 'SCREEN_NAME', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '']",positive
2019/01/22,"@Elias20131955 The file you are downloading should be around 900MB, there is an additional download option at the bottom of this link, and make sure to follow the steps exactly, including the EXfat formatting: https://t.co/RhaVd8jm8i @Elias20131955 The file you are downloading should be around 900MB, there is an additional download option at the bottom of this link, and make sure to follow the steps exactly, including the EXfat formatting: https://t.co/RhaVd8jm8i","@Elias20131955 The file you are downloading should be around 900MB, there is an additional download option at the bottom of this link, and make sure to follow the steps exactly, including the EXfat formatting: https://t.co/RhaVd8jm8i",2019/01/22,"['SCREEN_NAME', 'the', 'file', 'you', 'are', 'downloading', 'should', 'be', 'around', '900', 'mb', '', 'there', 'is', 'an', 'additional', 'download', 'option', 'at', 'the', 'bottom', 'of', 'this', 'link', '', 'and', 'make', 'sure', 'to', 'follow', 'the', 'steps', 'exactly', '', 'including', 'the', 'exfat', 'formatting', 'SCREEN_NAME', 'the', 'file', 'you', 'are', 'downloading', 'should', 'be', 'around', '900', 'mb', '', 'there', 'is', 'an', 'additional', 'download', 'option', 'at', 'the', 'bottom', 'of', 'this', 'link', '', 'and', 'make', 'sure', 'to', 'follow', 'the', 'steps', 'exactly', '', 'including', 'the', 'exfat', 'formatting']",positive
2019/01/21,@jrwicken We can help and assist with your technical issues. Please Follow and DM us so we can assist. Thanks! You can DM us using the following link. Thanks! https://t.co/blzF3DE7ws @jrwicken We can help and assist with your technical issues. Please Follow and DM us so we can assist. Thanks!  You can DM us using the following link. Thanks! https://t.co/blzF3DE7ws,@jrwicken We can help and assist with your technical issues. Please Follow and DM us so we can assist. Thanks!  You can DM us using the following link. Thanks! https://t.co/blzF3DE7ws,2019/01/21,"['SCREEN_NAME', 'we', 'can', 'help', 'and', 'assist', 'with', 'your', 'technical', 'issues', '', 'please', 'follow', 'and', 'dm', 'us', 'so', 'we', 'can', 'assist', '', 'thanks', '', 'you', 'can', 'dm', 'us', 'using', 'the', 'following', 'link', '', 'thanks', '', 'SCREEN_NAME', 'we', 'can', 'help', 'and', 'assist', 'with', 'your', 'technical', 'issues', '', 'please', 'follow', 'and', 'dm', 'us', 'so', 'we', 'can', 'assist', '', 'thanks', '', 'you', 'can', 'dm', 'us', 'using', 'the', 'following', 'link', '', 'thanks', '']",positive
2019/01/23,@Toby_Ezekiel We know. @Toby_Ezekiel We know.,@Toby_Ezekiel We know.,2019/01/23,"['SCREEN_NAME', 'we', 'know', '', 'SCREEN_NAME', 'we', 'know', '']",neutral
2019/01/23,@G53478081 Hello! Have you changed console since you last accessed these Singstar songs? ^DB @G53478081 Hello! Have you changed console since you last accessed these Singstar songs? ^DB,@G53478081 Hello! Have you changed console since you last accessed these Singstar songs? ^DB,2019/01/23,"['SCREEN_NAME', 'hello', '', 'have', 'you', 'changed', 'console', 'since', 'you', 'last', 'accessed', 'these', 'singstar', 'songs', '', 'db', 'SCREEN_NAME', 'hello', '', 'have', 'you', 'changed', 'console', 'since', 'you', 'last', 'accessed', 'these', 'singstar', 'songs', '', 'db']",neutral
2019/01/25,"DO DOOO. DO DOOO. DO DO DOOOOO DOODOODOO DOOOOOOO.* Welcome, to the Mega Movie Week Sale. Pick up films like Jurassic World: Fallen Kingdom, Sicario 2, Mission: Impossible Fallout for less this week. https://t.co/vIwQ9n0p3k *We're so sorry John Williams we tried out best https://t.co/EGTAJVEmHJ DO DOOO. DO DOOO. DO DO DOOOOO DOODOODOO DOOOOOOO.*

Welcome, to the Mega Movie Week Sale. Pick up films like Jurassic World: Fallen Kingdom, Sicario 2,  Mission: Impossible Fallout for less this week. https://t.co/vIwQ9n0p3k

*We're so sorry John Williams we tried out best https://t.co/EGTAJVEmHJ","DO DOOO. DO DOOO. DO DO DOOOOO DOODOODOO DOOOOOOO.*

Welcome, to the Mega Movie Week Sale. Pick up films like Jurassic World: Fallen Kingdom, Sicario 2,  Mission: Impossible Fallout for less this week. https://t.co/vIwQ9n0p3k

*We're so sorry John Williams we tried out best https://t.co/EGTAJVEmHJ",2019/01/25,"['do', 'dooo', '', 'do', 'dooo', '', 'do', 'do', 'dooooo', 'doodoodoo', 'dooooooo', '', '', 'welcome', '', 'to', 'the', 'mega', 'movie', 'week', 'sale', '', 'pick', 'up', 'films', 'like', 'jurassic', 'world', 'fallen', 'kingdom', '', 'sicario', '2', '', 'mission', 'impossible', 'fallout', 'for', 'less', 'this', 'week', '', '', 'we', 're', 'so', 'sorry', 'john', 'williams', 'we', 'tried', 'out', 'best', 'do', 'dooo', '', 'do', 'dooo', '', 'do', 'do', 'dooooo', 'doodoodoo', 'dooooooo', '', '', 'welcome', '', 'to', 'the', 'mega', 'movie', 'week', 'sale', '', 'pick', 'up', 'films', 'like', 'jurassic', 'world', 'fallen', 'kingdom', '', 'sicario', '2', '', 'mission', 'impossible', 'fallout', 'for', 'less', 'this', 'week', '', '', 'we', 're', 'so', 'sorry', 'john', 'williams', 'we', 'tried', 'out', 'best']",positive
2019/01/23,"@O_Andreas1 Hi, sorry to hear that! Unfortunately we don't deal directly with bans through Twitter. Please contact our team at https://t.co/v33QQ6cYMf for help with this, by writing 'Banned' into the search bar and following the instructions on screen. ^GA @O_Andreas1 Hi, sorry to hear that! Unfortunately we don't deal directly with bans through Twitter. Please contact our team at https://t.co/v33QQ6cYMf for help with this, by writing 'Banned' into the search bar and following the instructions on screen. ^GA","@O_Andreas1 Hi, sorry to hear that! Unfortunately we don't deal directly with bans through Twitter. Please contact our team at https://t.co/v33QQ6cYMf for help with this, by writing 'Banned' into the search bar and following the instructions on screen. ^GA",2019/01/23,"['SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'that', '', 'unfortunately', 'we', 'do', 'nt', 'deal', 'directly', 'with', 'bans', 'through', 'twitter', '', 'please', 'contact', 'our', 'team', 'at', 'for', 'help', 'with', 'this', '', 'by', 'writing', '', 'banned', '', 'into', 'the', 'search', 'bar', 'and', 'following', 'the', 'instructions', 'on', 'screen', '', 'ga', 'SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'that', '', 'unfortunately', 'we', 'do', 'nt', 'deal', 'directly', 'with', 'bans', 'through', 'twitter', '', 'please', 'contact', 'our', 'team', 'at', 'for', 'help', 'with', 'this', '', 'by', 'writing', '', 'banned', '', 'into', 'the', 'search', 'bar', 'and', 'following', 'the', 'instructions', 'on', 'screen', '', 'ga']",negative
2019/01/21,@Blxwpipe Not a problem. Learn how to get service or repair on your PlayStation System. Info here: https://t.co/8u6549B0gO https://t.co/k5KnZ4eSIy @Blxwpipe Not a problem. Learn how to get service or repair on your PlayStation System. Info here: https://t.co/8u6549B0gO https://t.co/k5KnZ4eSIy,@Blxwpipe Not a problem. Learn how to get service or repair on your PlayStation System. Info here: https://t.co/8u6549B0gO https://t.co/k5KnZ4eSIy,2019/01/21,"['SCREEN_NAME', 'not', 'a', 'problem', '', 'learn', 'how', 'to', 'get', 'service', 'or', 'repair', 'on', 'your', 'playstation', 'system', '', 'info', 'here', 'SCREEN_NAME', 'not', 'a', 'problem', '', 'learn', 'how', 'to', 'get', 'service', 'or', 'repair', 'on', 'your', 'playstation', 'system', '', 'info', 'here']",neutral
2019/01/22,@idranim Please check your DM's for more instructions. @idranim Please check your DM's for more instructions.,@idranim Please check your DM's for more instructions.,2019/01/22,"['SCREEN_NAME', 'please', 'check', 'your', 'dm', 's', 'for', 'more', 'instructions', '', 'SCREEN_NAME', 'please', 'check', 'your', 'dm', 's', 'for', 'more', 'instructions', '']",positive
2019/01/21,@BrakBraxton Sorry to hear that. You will receive an email with the details of the ban/suspension: https://t.co/2CpHxuUKRB Make sure to check your spam/junk folder. @BrakBraxton Sorry to hear that. You will receive an email with the details of the ban/suspension: https://t.co/2CpHxuUKRB Make sure to check your spam/junk folder.,@BrakBraxton Sorry to hear that. You will receive an email with the details of the ban/suspension: https://t.co/2CpHxuUKRB Make sure to check your spam/junk folder.,2019/01/21,"['SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'you', 'will', 'receive', 'an', 'email', 'with', 'the', 'details', 'of', 'the', 'bansuspension', 'make', 'sure', 'to', 'check', 'your', 'spamjunk', 'folder', '', 'SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'you', 'will', 'receive', 'an', 'email', 'with', 'the', 'details', 'of', 'the', 'bansuspension', 'make', 'sure', 'to', 'check', 'your', 'spamjunk', 'folder', '']",neutral
2019/01/21,@bloojay_RL Sorry to hear that. Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks! @bloojay_RL Sorry to hear that. Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks!,@bloojay_RL Sorry to hear that. Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks!,2019/01/21,"['SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'the', 'region', 'of', 'your', 'psn', 'account', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '', 'SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'the', 'region', 'of', 'your', 'psn', 'account', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '']",negative
2019/01/24,@GraceOfLyle Glad to hear it! @GraceOfLyle Glad to hear it!,@GraceOfLyle Glad to hear it!,2019/01/24,"['SCREEN_NAME', 'glad', 'to', 'hear', 'it', '', 'SCREEN_NAME', 'glad', 'to', 'hear', 'it', '']",positive
2019/01/24,@Paly094 Thanks for confirming that. Is the same happening when the console is connected to a different internet connection? Please advise to get in touch directly with us if the issue persists. ^GA @Paly094 Thanks for confirming that. Is the same happening when the console is connected to a different internet connection? Please advise to get in touch directly with us if the issue persists. ^GA,@Paly094 Thanks for confirming that. Is the same happening when the console is connected to a different internet connection? Please advise to get in touch directly with us if the issue persists. ^GA,2019/01/24,"['SCREEN_NAME', 'thanks', 'for', 'confirming', 'that', '', 'is', 'the', 'same', 'happening', 'when', 'the', 'console', 'is', 'connected', 'to', 'a', 'different', 'internet', 'connection', '', 'please', 'advise', 'to', 'get', 'in', 'touch', 'directly', 'with', 'us', 'if', 'the', 'issue', 'persists', '', 'ga', 'SCREEN_NAME', 'thanks', 'for', 'confirming', 'that', '', 'is', 'the', 'same', 'happening', 'when', 'the', 'console', 'is', 'connected', 'to', 'a', 'different', 'internet', 'connection', '', 'please', 'advise', 'to', 'get', 'in', 'touch', 'directly', 'with', 'us', 'if', 'the', 'issue', 'persists', '', 'ga']",positive
2019/01/26,"@bakermayfield Damn, this means I gotta dump my PlayStation now lol @bakermayfield Damn, this means I gotta dump my PlayStation now lol","@bakermayfield Damn, this means I gotta dump my PlayStation now lol",2019/01/26,"['SCREEN_NAME', 'damn', '', 'this', 'means', 'i', 'got', 'ta', 'dump', 'my', 'playstation', 'now', 'lol', 'SCREEN_NAME', 'damn', '', 'this', 'means', 'i', 'got', 'ta', 'dump', 'my', 'playstation', 'now', 'lol']",positive
2019/01/24,"@PixelboyX2016 Hello sorry to hear that, can you please follow the steps for this given here: https://t.co/ALqyxEOt3i ^NJ @PixelboyX2016 Hello sorry to hear that, can you please follow the steps for this given here: https://t.co/ALqyxEOt3i ^NJ","@PixelboyX2016 Hello sorry to hear that, can you please follow the steps for this given here: https://t.co/ALqyxEOt3i ^NJ",2019/01/24,"['SCREEN_NAME', 'hello', 'sorry', 'to', 'hear', 'that', '', 'can', 'you', 'please', 'follow', 'the', 'steps', 'for', 'this', 'given', 'here', 'nj', 'SCREEN_NAME', 'hello', 'sorry', 'to', 'hear', 'that', '', 'can', 'you', 'please', 'follow', 'the', 'steps', 'for', 'this', 'given', 'here', 'nj']",negative
2019/01/24,@LuisArmandoYang Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks! @LuisArmandoYang Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks!,@LuisArmandoYang Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks!,2019/01/24,"['SCREEN_NAME', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'the', 'region', 'of', 'your', 'psn', 'account', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '', 'SCREEN_NAME', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'the', 'region', 'of', 'your', 'psn', 'account', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '']",positive
2019/01/26,"@ShaunVoigt2 Please follow us, so we can give you further assistance via Direct Message. Thanks! @ShaunVoigt2 Please follow us, so we can give you further assistance via Direct Message. Thanks!","@ShaunVoigt2 Please follow us, so we can give you further assistance via Direct Message. Thanks!",2019/01/26,"['SCREEN_NAME', 'please', 'follow', 'us', '', 'so', 'we', 'can', 'give', 'you', 'further', 'assistance', 'via', 'direct', 'message', '', 'thanks', '', 'SCREEN_NAME', 'please', 'follow', 'us', '', 'so', 'we', 'can', 'give', 'you', 'further', 'assistance', 'via', 'direct', 'message', '', 'thanks', '']",positive
2019/01/24,@PlayStation see yous have upped your game with #PSnow i’m impressed. Keep the big titles coming 👍🏼 @PlayStation see yous have upped your game with #PSnow i’m impressed. Keep the big titles coming 👍🏼,@PlayStation see yous have upped your game with #PSnow i’m impressed. Keep the big titles coming 👍🏼,2019/01/24,"['SCREEN_NAME', 'see', 'yous', 'have', 'upped', 'your', 'game', 'with', '', 'psnow', 'i', 'm', 'impressed', '', 'keep', 'the', 'big', 'titles', 'coming', '', 'SCREEN_NAME', 'see', 'yous', 'have', 'upped', 'your', 'game', 'with', '', 'psnow', 'i', 'm', 'impressed', '', 'keep', 'the', 'big', 'titles', 'coming', '']",positive
2019/01/24,@BenVolker9 Glad to help. Where did you get the code from? What is the exact error message or error code that you see? @BenVolker9 Glad to help. Where did you get the code from? What is the exact error message or error code that you see?,@BenVolker9 Glad to help. Where did you get the code from? What is the exact error message or error code that you see?,2019/01/24,"['SCREEN_NAME', 'glad', 'to', 'help', '', 'where', 'did', 'you', 'get', 'the', 'code', 'from', '', 'what', 'is', 'the', 'exact', 'error', 'message', 'or', 'error', 'code', 'that', 'you', 'see', '', 'SCREEN_NAME', 'glad', 'to', 'help', '', 'where', 'did', 'you', 'get', 'the', 'code', 'from', '', 'what', 'is', 'the', 'exact', 'error', 'message', 'or', 'error', 'code', 'that', 'you', 'see', '']",positive
2019/01/25,"@PlayStation Now I have to find a good, no commentary twitch stream to watch this on. @PlayStation Now I have to find a good, no commentary twitch stream to watch this on.","@PlayStation Now I have to find a good, no commentary twitch stream to watch this on.",2019/01/25,"['SCREEN_NAME', 'now', 'i', 'have', 'to', 'find', 'a', 'good', '', 'no', 'commentary', 'twitch', 'stream', 'to', 'watch', 'this', 'on', '', 'SCREEN_NAME', 'now', 'i', 'have', 'to', 'find', 'a', 'good', '', 'no', 'commentary', 'twitch', 'stream', 'to', 'watch', 'this', 'on', '']",positive
2019/01/24,"@Kaleb07503107 Thank you for contacting us. For info about refund requests, click here: https://t.co/MInrgZSl48 look for the reason of the refund and follow the steps. If the last option is to contact our support choose chat or phone support since they are the ones that handle refund requests. @Kaleb07503107 Thank you for contacting us. For info about refund requests, click here: https://t.co/MInrgZSl48 look for the reason of the refund and follow the steps. If the last option is to contact our support choose chat or phone support since they are the ones that handle refund requests.","@Kaleb07503107 Thank you for contacting us. For info about refund requests, click here: https://t.co/MInrgZSl48 look for the reason of the refund and follow the steps. If the last option is to contact our support choose chat or phone support since they are the ones that handle refund requests.",2019/01/24,"['SCREEN_NAME', 'thank', 'you', 'for', 'contacting', 'us', '', 'for', 'info', 'about', 'refund', 'requests', '', 'click', 'here', 'look', 'for', 'the', 'reason', 'of', 'the', 'refund', 'and', 'follow', 'the', 'steps', '', 'if', 'the', 'last', 'option', 'is', 'to', 'contact', 'our', 'support', 'choose', 'chat', 'or', 'phone', 'support', 'since', 'they', 'are', 'the', 'ones', 'that', 'handle', 'refund', 'requests', '', 'SCREEN_NAME', 'thank', 'you', 'for', 'contacting', 'us', '', 'for', 'info', 'about', 'refund', 'requests', '', 'click', 'here', 'look', 'for', 'the', 'reason', 'of', 'the', 'refund', 'and', 'follow', 'the', 'steps', '', 'if', 'the', 'last', 'option', 'is', 'to', 'contact', 'our', 'support', 'choose', 'chat', 'or', 'phone', 'support', 'since', 'they', 'are', 'the', 'ones', 'that', 'handle', 'refund', 'requests', '']",neutral
2019/01/23,"@tommaster19 Here to help. For refund info, please check the following link: https://t.co/MInrgZSl48 On the right hand side you will see the titles Related Articles, More Self Help and Contact Us. Below Contact Us select Chat . @tommaster19 Here to help. For refund info, please check the following link: https://t.co/MInrgZSl48 On the right hand side you will see the titles Related Articles, More Self Help and Contact Us. Below Contact Us select Chat .","@tommaster19 Here to help. For refund info, please check the following link: https://t.co/MInrgZSl48 On the right hand side you will see the titles Related Articles, More Self Help and Contact Us. Below Contact Us select Chat .",2019/01/23,"['SCREEN_NAME', 'here', 'to', 'help', '', 'for', 'refund', 'info', '', 'please', 'check', 'the', 'following', 'link', 'on', 'the', 'right', 'hand', 'side', 'you', 'will', 'see', 'the', 'titles', 'related', 'articles', '', 'more', 'self', 'help', 'and', 'contact', 'us', '', 'below', 'contact', 'us', 'select', 'chat', '', 'SCREEN_NAME', 'here', 'to', 'help', '', 'for', 'refund', 'info', '', 'please', 'check', 'the', 'following', 'link', 'on', 'the', 'right', 'hand', 'side', 'you', 'will', 'see', 'the', 'titles', 'related', 'articles', '', 'more', 'self', 'help', 'and', 'contact', 'us', '', 'below', 'contact', 'us', 'select', 'chat', '']",positive
2019/01/24,I liked a @YouTube video https://t.co/2tTUk81dsL ¡PLAYSTATION NOW HACE DIOS A GAME PASS! - Sasel - Ps4 - xbox one I liked a @YouTube video https://t.co/2tTUk81dsL ¡PLAYSTATION NOW HACE DIOS A GAME PASS! - Sasel - Ps4 - xbox one,I liked a @YouTube video https://t.co/2tTUk81dsL ¡PLAYSTATION NOW HACE DIOS A GAME PASS! - Sasel - Ps4 - xbox one,2019/01/24,"['i', 'liked', 'a', 'SCREEN_NAME', 'video', '', 'playstation', 'now', 'hace', 'dios', 'a', 'game', 'pass', '', 'sasel', 'ps4', 'xbox', 'one', 'i', 'liked', 'a', 'SCREEN_NAME', 'video', '', 'playstation', 'now', 'hace', 'dios', 'a', 'game', 'pass', '', 'sasel', 'ps4', 'xbox', 'one']",positive
2019/01/26,@ImTheBendle Thank you for your reply. Please check your Direct Messages for further instructions. @ImTheBendle Thank you for your reply. Please check your Direct Messages for further instructions.,@ImTheBendle Thank you for your reply. Please check your Direct Messages for further instructions.,2019/01/26,"['SCREEN_NAME', 'thank', 'you', 'for', 'your', 'reply', '', 'please', 'check', 'your', 'direct', 'messages', 'for', 'further', 'instructions', '', 'SCREEN_NAME', 'thank', 'you', 'for', 'your', 'reply', '', 'please', 'check', 'your', 'direct', 'messages', 'for', 'further', 'instructions', '']",positive
2019/01/26,@frjvlogs Sorry to hear that. Please check your Direct Messages for further instructions. @frjvlogs Sorry to hear that. Please check your Direct Messages for further instructions.,@frjvlogs Sorry to hear that. Please check your Direct Messages for further instructions.,2019/01/26,"['SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'please', 'check', 'your', 'direct', 'messages', 'for', 'further', 'instructions', '', 'SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'please', 'check', 'your', 'direct', 'messages', 'for', 'further', 'instructions', '']",negative
2019/01/24,@Marcin16939382 Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions. Thanks! @Marcin16939382 Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions. Thanks!,@Marcin16939382 Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions. Thanks!,2019/01/24,"['SCREEN_NAME', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '', 'SCREEN_NAME', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '']",positive
2019/01/25,@Wee_El_Daverino Hi David. Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks! @Wee_El_Daverino Hi David. Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks!,@Wee_El_Daverino Hi David. Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks!,2019/01/25,"['SCREEN_NAME', 'hi', 'david', '', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'the', 'region', 'of', 'your', 'psn', 'account', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '', 'SCREEN_NAME', 'hi', 'david', '', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'the', 'region', 'of', 'your', 'psn', 'account', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '']",positive
2019/01/25,"@AzxmEU Hi, sorry to hear that! Is this happening over multiple internet connections? ^NL @AzxmEU Hi, sorry to hear that! Is this happening over multiple internet connections? ^NL","@AzxmEU Hi, sorry to hear that! Is this happening over multiple internet connections? ^NL",2019/01/25,"['SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'that', '', 'is', 'this', 'happening', 'over', 'multiple', 'internet', 'connections', '', 'nl', 'SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'that', '', 'is', 'this', 'happening', 'over', 'multiple', 'internet', 'connections', '', 'nl']",negative
2019/01/21,@ben_jcw Hello! Have you tried this from a different device or from a different internet connection? ^MM @ben_jcw Hello! Have you tried this from a different device or from a different internet connection? ^MM,@ben_jcw Hello! Have you tried this from a different device or from a different internet connection? ^MM,2019/01/21,"['SCREEN_NAME', 'hello', '', 'have', 'you', 'tried', 'this', 'from', 'a', 'different', 'device', 'or', 'from', 'a', 'different', 'internet', 'connection', '', 'mm', 'SCREEN_NAME', 'hello', '', 'have', 'you', 'tried', 'this', 'from', 'a', 'different', 'device', 'or', 'from', 'a', 'different', 'internet', 'connection', '', 'mm']",neutral
2019/01/26,"@parker643 Okay, if you are sure that your device meets all the requirements listed there, connecting it too slowly can cause this error. Try to connect this quickly and firmly again. ^MM @parker643 Okay, if you are sure that your device meets all the requirements listed there, connecting it too slowly can cause this error. Try to connect this quickly and firmly again. ^MM","@parker643 Okay, if you are sure that your device meets all the requirements listed there, connecting it too slowly can cause this error. Try to connect this quickly and firmly again. ^MM",2019/01/26,"['SCREEN_NAME', 'okay', '', 'if', 'you', 'are', 'sure', 'that', 'your', 'device', 'meets', 'all', 'the', 'requirements', 'listed', 'there', '', 'connecting', 'it', 'too', 'slowly', 'can', 'cause', 'this', 'error', '', 'try', 'to', 'connect', 'this', 'quickly', 'and', 'firmly', 'again', '', 'mm', 'SCREEN_NAME', 'okay', '', 'if', 'you', 'are', 'sure', 'that', 'your', 'device', 'meets', 'all', 'the', 'requirements', 'listed', 'there', '', 'connecting', 'it', 'too', 'slowly', 'can', 'cause', 'this', 'error', '', 'try', 'to', 'connect', 'this', 'quickly', 'and', 'firmly', 'again', '', 'mm']",positive
2019/01/22,"@Sam88078159 Okay, can you send a photo of the page? The option to do this should be under [Media & Devices]. ^MM @Sam88078159 Okay, can you send a photo of the page? The option to do this should be under [Media & Devices]. ^MM","@Sam88078159 Okay, can you send a photo of the page? The option to do this should be under [Media & Devices]. ^MM",2019/01/22,"['SCREEN_NAME', 'okay', '', 'can', 'you', 'send', 'a', 'photo', 'of', 'the', 'page', '', 'the', 'option', 'to', 'do', 'this', 'should', 'be', 'under', '', 'media', '', 'devices', '', '', 'mm', 'SCREEN_NAME', 'okay', '', 'can', 'you', 'send', 'a', 'photo', 'of', 'the', 'page', '', 'the', 'option', 'to', 'do', 'this', 'should', 'be', 'under', '', 'media', '', 'devices', '', '', 'mm']",positive
2019/01/24,"@spencerw00 Are you using a PS3, PS4 or a PS4 Pro? Did you make any changes recently? @spencerw00 Are you using a PS3, PS4 or a PS4 Pro? Did you make any changes recently?","@spencerw00 Are you using a PS3, PS4 or a PS4 Pro? Did you make any changes recently?",2019/01/24,"['SCREEN_NAME', 'are', 'you', 'using', 'a', 'ps3', '', 'ps4', 'or', 'a', 'ps4', 'pro', '', 'did', 'you', 'make', 'any', 'changes', 'recently', '', 'SCREEN_NAME', 'are', 'you', 'using', 'a', 'ps3', '', 'ps4', 'or', 'a', 'ps4', 'pro', '', 'did', 'you', 'make', 'any', 'changes', 'recently', '']",neutral
2019/01/22,"@lolidefk Hi there! To improve your connection, please power cycle your network devices and try again: https://t.co/UUMNDRIFMj @lolidefk Hi there! To improve your connection, please power cycle your network devices and try again: https://t.co/UUMNDRIFMj","@lolidefk Hi there! To improve your connection, please power cycle your network devices and try again: https://t.co/UUMNDRIFMj",2019/01/22,"['SCREEN_NAME', 'hi', 'there', '', 'to', 'improve', 'your', 'connection', '', 'please', 'power', 'cycle', 'your', 'network', 'devices', 'and', 'try', 'again', 'SCREEN_NAME', 'hi', 'there', '', 'to', 'improve', 'your', 'connection', '', 'please', 'power', 'cycle', 'your', 'network', 'devices', 'and', 'try', 'again']",neutral
